# EU5 BASE GAME - POPULATION BY AREA
# Reference only. Generated from the vanilla install:
#   game/main_menu/setup/start/06_pops.txt  +  game/in_game/map_data/definitions.txt
#
# Values are THOUSANDS of people (the EU5 'size' unit). World total 393896k = 394 million,
# against a real 1337 Earth population of roughly 400 million.
#
# 650 areas, 20794 locations with population.
# area pop     : min 0.2  p25 62  median 272  p75 647  max 13077   (max/median 48.0x)
# area avg/loc : min 0.04  median 10.2  max 242.7
#
# Grouped continent > subcontinent > region > area, in definitions.txt order.
# Areas within a region are sorted by population, largest first.


#######################################################################################################################
#  EUROPE  -  78582k  (19.9% of world, 184 areas, 5279 locations, 14.9 avg/loc)
#######################################################################################################################

#==================================================================================================================
#  WESTERN EUROPE  -  55755k  (14.2% of world, 104 areas, 2763 locations)
#==================================================================================================================
I
#  --- Scandinavian region  -  1915k  (10 areas, 462 locations, 4.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
#  --- Indonesia region  -  7143k  (11 areas, 573 locations, 12.5 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   java_area                              4270    49     87.2  tropical      jungle
   lesser_sunda_area                       585    34     17.2  tropical      forest
   south_sumatra_area                      554    83      6.7  tropical      jungle
   celebes_area                            433    59      7.3  tropical      jungle
   north_sumatra_area                      359    50      7.2  tropical      jungle
   luzon_area                              302    57      5.3  tropical      jungle
   south_borneo_area                       202    67      3.0  tropical      jungle
   north_borneo_area                       194    76      2.5  tropical      jungle
   visayas_area                            122    26      4.7  tropical      jungle
   moluccas_area                            65    32      2.0  tropical      jungle
   mindanao_area                            55    40      1.4  tropical      jungle

#######################################################################################################################
#  AFRICA  -  42963k  (10.9% of world, 92 areas, 2411 locations, 17.8 avg/loc)
#######################################################################################################################

#==================================================================================================================
#  CENTRAL AFRICA  -  6342k  (1.6% of world, 16 areas, 563 locations)
#==================================================================================================================

#  --- Central Africa region  -  2250k  (7 areas, 160 locations, 14.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   central_africa_area                     762    35     21.8  tropical      forest
   adamawa_area                            441    19     23.2  tropical      woods
   south_gabun_area                        273    33      8.3  tropical      jungle
   logone_area                             241    18     13.4  arid          grasslands
   north_gabun_area                        216    33      6.6  tropical      jungle
   wadai_area                              182    10     18.2  arid          grasslands
   cameroon_highlands_area                 135    12     11.3  tropical      woods

#  --- Kongo region  -  4092k  (9 areas, 403 locations, 10.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   east_lunda_area                         810    49     16.5  tropical      forest
   kongo_area                              678    47     14.4  tropical      jungle
   east_kongo_area                         634    28     22.6  tropical      jungle
   south_kongo_area                        599    75      8.0  arid          grasslands
   west_kongo_area                         577    74      7.8  tropical      jungle
   moshiko_area                            303    39      7.8  subtropical   forest
   viye_area                               204    41      5.0  subtropical   forest
   maligo_area                             145    30      4.8  subtropical   woods
   west_lunda_area                         142    20      7.1  tropical      forest

#==================================================================================================================
#  EAST AFRICA  -  13437k  (3.4% of world, 26 areas, 601 locations)
#==================================================================================================================

#  --- Ethiopia region  -  1207k  (3 areas, 95 locations, 12.7 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   southern_ethiopia_area                  471    32     14.7  tropical      woods
   central_ethiopia_area                   418    30     13.9  continental   grasslands
   northern_ethiopia_area                  317    33      9.6  arid          sparse

#  --- Nubia region  -  3491k  (4 areas, 92 locations, 37.9 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   butana_area                            1230    24     51.3  arid          sparse
   darfur_area                             834    24     34.8  arid          sparse
   nubia_proper_area                       796    21     37.9  arid          desert
   equatoria_area                          630    23     27.4  tropical      sparse

#  --- Somalia region  -  1003k  (3 areas, 83 locations, 12.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   southern_somalia_area                   459    30     15.3  arid          grasslands
   inner_somalia_area                      390    26     15.0  arid          grasslands
   northern_somalia_area                   154    27      5.7  arid          desert

#  --- Great Lakes region  -  5502k  (6 areas, 144 locations, 38.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   victoria_area                          3794    47     80.7  tropical      grasslands
   malawi_area                             429    16     26.8  tropical      forest
   kasongo_area                            351    42      8.4  tropical      forest
   egaso_ngiro_area                        342    11     31.1  arid          sparse
   rift_valley_area                        339    11     30.8  arid          sparse
   igombe_area                             247    17     14.5  tropical      forest

#  --- Swahili Coast region  -  1711k  (6 areas, 100 locations, 17.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   tana_area                               719    18     39.9  arid          grasslands
   ruvuma_lurio_area                       305    26     11.7  tropical      forest
   wami_area                               276    22     12.5  tropical      grasslands
   rufiji_area                             209    17     12.3  tropical      grasslands
   mozambique_area                         192    14     13.7  tropical      jungle
   east_african_island_area                 11     3      3.6  tropical      jungle

#  --- Madagascar region  -  524k  (4 areas, 87 locations, 6.0 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   malagasy_highlands_area                 141    20      7.1  subtropical   forest
   north_madagascar_area                   134    28      4.8  tropical      forest
   east_madagascar_area                    126    23      5.5  tropical      jungle
   west_madagascar_area                    123    16      7.7  tropical      forest

#==================================================================================================================
#  NORTH AFRICA  -  10901k  (2.8% of world, 13 areas, 386 locations)
#==================================================================================================================

#  --- Egypt region  -  5076k  (4 areas, 82 locations, 61.9 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   lower_egypt_area                       3491    30    116.4  arid          farmland
   upper_egypt_area                       1309    30     43.6  arid          farmland
   cyrenaica_area                          192    13     14.8  arid          sparse
   sinai_area                               85     9      9.4  arid          desert

#  --- Macaronesia region  -  24k  (1 areas, 6 locations, 4.0 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   canary_islands_area                      24     6      4.0  arid          forest

#  --- Maghreb region  -  5801k  (8 areas, 298 locations, 19.5 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   tunis_area                             1644    71     23.2  mediterranean grasslands
   morocco_area                           1618    70     23.1  mediterranean grasslands
   algiers_area                            767    29     26.4  mediterranean grasslands
   atlas_high_plateau                      564    29     19.4  cold_arid     grasslands
   sus_area                                474    30     15.8  arid          sparse
   tripolitania_area                       330    24     13.8  arid          sparse
   desert_area                             310    37      8.4  arid          sparse
   western_sahara_area                      94     8     11.7  arid          sparse

#==================================================================================================================
#  SOUTHERN AFRICA  -  1732k  (0.4% of world, 11 areas, 292 locations)
#==================================================================================================================

#  --- Southern Africa region  -  654k  (8 areas, 184 locations, 3.6 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   thaba_bosiu_area                        254    25     10.2  cold_arid     grasslands
   tzaneen_area                            146    16      9.1  arid          woods
   umgungundlovu_area                      101    18      5.6  oceanic       forest
   okavango_area                            75    18      4.2  arid          grasslands
   namib_area                               34    13      2.6  arid          sparse
   kalahari_area                            30    26      1.1  arid          sparse
   goringhaikona_area                        8    34      0.2  cold_arid     grasslands
   karoo_area                                6    34      0.2  cold_arid     grasslands

#  --- Zimbabwe region  -  1078k  (3 areas, 108 locations, 10.0 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   zambezi_area                            588    53     11.1  arid          forest
   save_area                               295    23     12.8  arid          forest
   limpopo_area                            195    32      6.1  arid          woods

#==================================================================================================================
#  WEST AFRICA  -  10551k  (2.7% of world, 26 areas, 569 locations)
#==================================================================================================================

#  --- Guinea region  -  6628k  (14 areas, 277 locations, 23.9 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   benin_area                              894    27     33.1  tropical      jungle
   yoruba_area                             861    25     34.4  tropical      forest
   upper_guinea_area                       713    35     20.4  tropical      jungle
   lower_niger_area                        583    17     34.3  tropical      woods
   gulf_of_guinea_area                     525    22     23.9  tropical      jungle
   akan_area                               521    16     32.6  tropical      jungle
   gur_area                                441    20     22.1  tropical      grasslands
   kru_area                                413    20     20.7  tropical      jungle
   gold_coast_area                         413    17     24.3  tropical      jungle
   jolof_area                              357    22     16.2  arid          grasslands
   gambia_area                             333    18     18.5  tropical      forest
   kong_area                               282    11     25.6  tropical      jungle
   south_manding_area                      160     8     20.0  tropical      woods
   futa_tooro_area                         132    19      7.0  arid          grasslands

#  --- Sahel region  -  3923k  (12 areas, 292 locations, 13.4 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   north_hausa_area                        532    20     26.6  arid          grasslands
   south_hausa_area                        531    21     25.3  tropical      grasslands
   bornu_area                              503    31     16.2  arid          grasslands
   west_mossi_area                         411    27     15.2  tropical      grasslands
   mali_area                               339    31     10.9  tropical      grasslands
   kanem_area                              295    24     12.3  arid          desert
   east_mossi_area                         273    20     13.7  arid          grasslands
   timbuktu_area                           242    31      7.8  arid          grasslands
   gao_area                                227    23      9.9  arid          grasslands
   ghana_area                              199    31      6.4  arid          desert
   zarma_area                              188    19      9.9  arid          grasslands
   air_area                                182    14     13.0  arid          sparse

#######################################################################################################################
#  AMERICA  -  30113k  (7.6% of world, 131 areas, 4404 locations, 6.8 avg/loc)
#######################################################################################################################

#==================================================================================================================
#  NORTH AMERICA  -  15665k  (4.0% of world, 94 areas, 3065 locations)
#==================================================================================================================

#  --- Canada region  -  179k  (18 areas, 564 locations, 0.3 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   western_ontario_area                     73    28      2.6  continental   woods
   quebec_area                              17    73      0.2  continental   forest
   lower_canada_area                        12    35      0.3  continental   woods
   eastern_ontario_area                      9    24      0.4  continental   woods
   new_brunswick_area                        9    35      0.3  continental   forest
   northern_ontario_area                     7    22      0.3  continental   forest
   keewatin_n_area                           7    37      0.2  arctic        forest
   acadia_area                               7    32      0.2  continental   forest
   laurentian_area                           6    40      0.2  continental   forest
   keewatin_area                             5    32      0.2  arctic        forest
   jamesie_area                              5    42      0.1  arctic        forest
   labrador_area                             4    37      0.1  arctic        forest
   northwestern_ontario_area                 4    16      0.2  continental   forest
   nunavik_area                              4    36      0.1  arctic        sparse
   james_bay_lowlands_area                   3    23      0.1  arctic        sparse
   newfoundland_area                         3    26      0.1  arctic        forest
   greenstone_belt_area                      2    20      0.1  continental   forest
   prince_edward_island_area                 1     6      0.2  continental   woods

#  --- Caribbean region  -  149k  (3 areas, 111 locations, 1.3 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   cuba_area                                72    54      1.3  tropical      forest
   hispaniola_area                          61    40      1.5  tropical      jungle
   lesser_antilles_area                     15    17      0.9  tropical      jungle

#  --- East Coast region  -  1519k  (26 areas, 627 locations, 2.4 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   georgia_us_area                         166    47      3.5  subtropical   forest
   virginia_area                           123    42      2.9  subtropical   forest
   illinois_area                           117    23      5.1  continental   grasslands
   tennessee_area                          115    32      3.6  subtropical   forest
   alabama_area                            113    34      3.3  subtropical   forest
   mississippi_area                         82    23      3.6  subtropical   forest
   kentucky_area                            71    17      4.2  subtropical   woods
   north_carolina_area                      69    41      1.7  subtropical   forest
   south_carolina_area                      62    27      2.3  subtropical   forest
   haudenosaunee_area                       54    38      1.4  continental   forest
   pennsylvania_area                        51    28      1.8  continental   woods
   wisconsin_area                           50    27      1.8  continental   forest
   indiana_area                             49    16      3.0  continental   woods
   massachusetts_area                       41    13      3.1  continental   forest
   maryland_area                            41    15      2.7  subtropical   woods
   michigan_area                            39    28      1.4  continental   forest
   southern_new_england_area                39    10      3.9  continental   forest
   ohio_area                                36    21      1.7  continental   woods
   new_jersey_area                          34    11      3.1  continental   woods
   hudson_area                              33    14      2.3  continental   forest
   florida_area                             30    35      0.9  subtropical   woods
   maine_area                               29    29      1.0  continental   forest
   west_virginia_area                       26    18      1.4  continental   forest
   new_hampshire_area                       20    11      1.9  continental   forest
   westsylvania_area                        18    16      1.1  continental   forest
   vermont_area                             12    11      1.1  continental   forest

#  --- Great Plains region  -  235k  (11 areas, 358 locations, 0.7 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   arkansas_area                            47    26      1.8  subtropical   forest
   missouri_area                            36    19      1.9  continental   woods
   iowa_area                                33    45      0.7  continental   grasslands
   louisiana_area                           25    18      1.4  subtropical   forest
   central_plains_area                      25    53      0.5  continental   sparse
   badlands_area                            15    38      0.4  cold_arid     sparse
   upper_missouri_area                      14    32      0.4  cold_arid     sparse
   high_plains_area                         11    29      0.4  cold_arid     sparse
   saskatchewan_area                        11    45      0.2  arctic        grasslands
   red_river_area                           11    40      0.3  continental   grasslands
   superior_area                             7    13      0.6  continental   forest

#  --- Mesoamerica region  -  10894k  (11 areas, 324 locations, 33.6 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   xilotepec_area                         1835    30     61.2  subtropical   sparse
   michoacan_area                         1798    50     36.0  continental   forest
   mexihko_area                           1644    45     36.5  tropical      forest
   mayaab_area                            1053    14     75.2  tropical      woods
   tlaxcala_area                           965    29     33.3  oceanic       jungle
   chilapan_area                           956    15     63.7  tropical      forest
   tochtepec_area                          790    40     19.7  tropical      jungle
   huaxyacac_area                          647    33     19.6  continental   forest
   chactemal_area                          560    17     32.9  tropical      jungle
   puuk_area                               367    10     36.7  tropical      forest
   xalisco_area                            280    41      6.8  subtropical   forest

#  --- Central America region  -  1754k  (6 areas, 124 locations, 14.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   kuskatan_area                           522    30     17.4  tropical      forest
   tezulutlan_area                         495    20     24.7  tropical      forest
   nekokiaw_area                           299    12     25.0  tropical      jungle
   imabite_area                            240    26      9.2  tropical      forest
   panama_area                             151    20      7.5  tropical      jungle
   peten_area                               47    16      3.0  tropical      jungle

#  --- Aridoamerica region  -  651k  (9 areas, 292 locations, 2.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   zacatecas_area                          186    14     13.3  cold_arid     forest
   guachichil_area                         177    61      2.9  arid          sparse
   culiacan_area                            83    23      3.6  tropical      woods
   tamaulipeco_area                         64    12      5.3  arid          grasslands
   tahejoc_area                             52    30      1.7  arid          sparse
   texas_area                               40    74      0.5  subtropical   grasslands
   shiewhibak_area                          28    45      0.6  cold_arid     sparse
   natahende_area                           10    23      0.4  cold_arid     sparse
   baja_area                                10    10      1.0  arid          sparse

#  --- Alaska region  -  60k  (6 areas, 308 locations, 0.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   northwest_coast_area                     12    44      0.3  arctic        forest
   western_arctic_area                      12    61      0.2  arctic        sparse
   alaxsxaq_area                            11    52      0.2  arctic        grasslands
   columbia_interior_area                   10    51      0.2  arctic        forest
   athabasca_area                            8    51      0.2  arctic        forest
   yukon_area                                7    49      0.2  arctic        grasslands

#  --- West Coast region  -  224k  (4 areas, 357 locations, 0.6 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   california_area                          66    78      0.8  oceanic       forest
   cascadia_area                            60   138      0.4  continental   forest
   great_basin_area                         60    87      0.7  cold_arid     desert
   rockies_area                             38    54      0.7  cold_arid     woods

#==================================================================================================================
#  SOUTH AMERICA  -  14448k  (3.7% of world, 37 areas, 1339 locations)
#==================================================================================================================

#  --- Colombia region  -  2859k  (9 areas, 201 locations, 14.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   chunsa_area                             798    40     20.0  tropical      woods
   caly_area                               510    39     13.1  tropical      forest
   sinu_area                               418    21     19.9  tropical      woods
   boiaca_area                             252    20     12.6  tropical      grasslands
   suchiimma_area                          244    18     13.5  tropical      forest
   orinucu_area                            186    24      7.8  tropical      woods
   guayana_area                            186    15     12.4  tropical      jungle
   caracas_area                            151    11     13.7  tropical      jungle
   apure_area                              114    13      8.8  tropical      woods

#  --- Brazil region  -  2700k  (10 areas, 497 locations, 5.4 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   parapitinga_area                        705    52     13.6  tropical      grasslands
   jaguaribe_area                          535    33     16.2  tropical      grasslands
   pindorama_area                          340   118      2.9  subtropical   forest
   parana_area                             283    74      3.8  subtropical   forest
   tocantins_area                          227    46      4.9  tropical      woods
   guapore_area                            197    44      4.5  tropical      jungle
   amazon_area                             177    47      3.8  tropical      jungle
   paranaiba_area                          138    18      7.7  tropical      forest
   mato_grosso_area                         51    44      1.2  tropical      woods
   mearim_area                              47    21      2.2  tropical      forest

#  --- Andes region  -  7838k  (11 areas, 370 locations, 21.2 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   chala_area                             2047    55     37.2  arid          sparse
   puna_area                              1349    63     21.4  arctic        sparse
   qullaw_area                            1147    54     21.2  cold_arid     grasslands
   quitu_area                             1074    42     25.6  tropical      jungle
   yunga_area                              481    20     24.1  continental   jungle
   rupa_rupa_area                          406    21     19.3  tropical      jungle
   ngulumapu_area                          370    26     14.2  oceanic       forest
   suni_area                               351    16     21.9  oceanic       sparse
   acamama_area                            293    14     20.9  arctic        sparse
   cuyo_area                               228    47      4.9  cold_arid     grasslands
   atacama_area                             93    12      7.7  cold_arid     desert

#  --- Chaco region  -  581k  (4 areas, 119 locations, 4.9 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   moqoit_area                             198    70      2.8  subtropical   grasslands
   ayoreo_area                             148    23      6.5  tropical      forest
   mamore_area                             130    11     11.8  tropical      forest
   paraguay_area                           105    15      7.0  subtropical   woods

#  --- La Plata region  -  471k  (3 areas, 152 locations, 3.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   pampa_area                              209    59      3.5  subtropical   grasslands
   puelmapu_area                           131    41      3.2  cold_arid     grasslands
   patagonia_area                          131    52      2.5  cold_arid     grasslands

#######################################################################################################################
#  OCEANIA  -  1938k  (0.5% of world, 48 areas, 782 locations, 2.5 avg/loc)
#######################################################################################################################

#==================================================================================================================
#  PACIFIC ISLANDS  -  1698k  (0.4% of world, 38 areas, 293 locations)
#==================================================================================================================

#  --- Micronesia region  -  115k  (8 areas, 40 locations, 2.9 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   marianas_area                            40     2     19.8  tropical      woods
   majel_sea_zones_area                     25     1     24.8  subtropical   woods
   tungaru_area                             19     8      2.4  tropical      woods
   chuuk_area                               15     5      2.9  tropical      forest
   belau_area                                5     4      1.3  tropical      forest
   ralik_area                                5     9      0.5  tropical      forest
   ratak_area                                5    10      0.5  tropical      forest
   chuuk_sea_zones_area                      1     1      1.4  tropical      forest

#  --- Polynesia region  -  245k  (17 areas, 54 locations, 4.5 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   hawaii_area                             137     8     17.2  tropical      woods
   samoa_area                               39     3     13.0  tropical      forest
   totaiete_ma_area                         22     3      7.4  tropical      jungle
   tonga_area                               19     3      6.3  tropical      jungle
   hawaii_sea_zones_area                    14     1     13.7  tropical      forest
   kuki_airani_area                          4     2      2.0  tropical      forest
   aono_raina_area                           2     3      0.8  tropical      forest
   futuna_area                               2     1      2.1  tropical      forest
   tuvalu_area                               1     2      0.7  tropical      forest
   palliser_area                             1    10      0.1  tropical      forest
   te_henua_enana_area                       1     2      0.3  tropical      woods
   rapa_nui_area                             1     1      0.6  tropical      grasslands
   tuamotu_area                              0     6      0.1  tropical      forest
   niue_area                                 0     1      0.4  tropical      jungle
   raeffsky_area                             0     5      0.0  tropical      woods
   tuamotu_sea_zones_area                    0     2      0.1  tropical      jungle
   tokelau_area                              0     1      0.2  tropical      woods

#  --- Melanesia region  -  1339k  (13 areas, 199 locations, 6.7 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   momase_area                             313    22     14.2  tropical      jungle
   bismarck_area                           222    17     13.0  tropical      jungle
   kerema_area                             197    17     11.6  tropical      jungle
   milne_area                              184    20      9.2  tropical      jungle
   fiji_area                               171    13     13.2  tropical      forest
   tinputz_area                             81    18      4.5  tropical      jungle
   anim_ha_area                             53    24      2.2  tropical      jungle
   kanaky_area                              39    13      3.0  tropical      woods
   vanuatu_area                             30    18      1.7  tropical      jungle
   papua_area                               26    14      1.9  tropical      jungle
   wanin_area                               14    18      0.8  tropical      jungle
   temotu_area                               6     4      1.6  tropical      jungle
   mu_ngava_area                             3     1      2.7  tropical      jungle

#==================================================================================================================
#  AUSTRALASIA  -  241k  (0.1% of world, 10 areas, 489 locations)
#==================================================================================================================

#  --- Australia region  -  198k  (7 areas, 449 locations, 0.4 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   southeastern_australia_area              37    84      0.4  oceanic       woods
   eastern_australia_area                   36    75      0.5  arid          sparse
   southwestern_australia_area              34    82      0.4  arid          woods
   australian_yalanji_area                  28    67      0.4  tropical      forest
   australian_northern_territory_area       24    58      0.4  tropical      jungle
   northwestern_australia_area              22    42      0.5  arid          sparse
   south_australia_area                     17    41      0.4  cold_arid     woods

#  --- New Zealand region  -  43k  (3 areas, 40 locations, 1.1 avg/loc) ---
#  AREA                                  POP_K  LOCS  AVG/LOC  CLIMATE       VEGETATION
   north_island_area                        26    20      1.3  oceanic       woods
   south_island_area                        16    19      0.9  oceanic       forest
   rekohu_area                               0     1      0.2  oceanic       forest

#######################################################################################################################
# TOTAL 393896k (394 million) across 650 areas, 20794 locations
